Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
18FDG-PET/CT in traumatic brain injury patients: the relative hypermetabolism of vermis cerebelli as a medium and long term predictor of outcome.,"Lupi, Andrea; Bertagnoni, Giannettore; Borghero, Anna; Picelli, Alessandro; Cuccurullo, Vincenzo; Zanco, Pierluigi","PURPOSE: Both, the constant presence of apparent hypermetabolism of the vermis cerebelli compared to the cerebellar hemispheres in traumatic brain injury, and the presence of a good relationship between the intensity of this sign and the severity of the clinical conditions have been addressed in previous studies. Aim of the present paper is to evaluate the possible correlation between the intensity of the finding and the medium and long term outcome in a group of patients., MATERIALS AND METHODS: A group of 105 patients consecutively admitted to the Brain Injury Rehabilitation Center of our Hospital between 2005 and 2012 was studied with a 18FDG-PET/CT study of the brain after head trauma; the metabolic activity of the cerebellar vermis was semiquantitatively assessed (vermis/cerebellum ratio, V/C). After that, all patients received systematic monitoring of their performance status via the timely administration of commonly used tests (DRS, LCF and GOS) during one whole year after the head trauma. The V/C parameter was compared with the evolution of performance abilities, as shown by the rating scales., RESULTS: Statistical analysis showed a significant direct association between the V/C ratio and the DRS score at each time point (3 months: P<0.001; 6 months: P<0.001; 12 months: P<0.001) and significant inverse association with the LCF score (3 months: P<0.001; 6 months: P<0.001; 12 months: P<0.001) and the GOS score (3 months: P<0.001; 6 months: P<0.001; 12 months: P<0.001) at each time point. Moreover, patients with a V/C ratio >= 1 have a significantly greater probability to achieve a good functional outcome as defined by a DRS score >= 3 points, a LCF score >= 7 points and and a GOS score =5 points., CONCLUSIONS: In our group of patients, the V/C parameter has demonstrated to be a predictor of outcome. If validated by more extensive experiences, this approach could offer the possibility of performing a reliable prognostic evaluation in a notoriously ""difficult"" class of patients with an acceptable technique and economical effort.",2014,/,Current radiopharmaceuticals,7,1,57-62,,,24725131,#7768,Lupi 2014,,yes
Association between serum tissue inhibitor of matrix metalloproteinase-1 levels and mortality in patients with severe brain trauma injury.,"Lorente, Leonardo; Martin, Maria M; Lopez, Patricia; Ramos, Luis; Blanquer, Jose; Caceres, Juan J; Sole-Violan, Jordi; Solera, Jorge; Cabrera, Judith; Argueso, Monica; Ortiz, Raquel; Mora, Maria L; Lubillo, Santiago; Jimenez, Alejandro; Borreguero-Leon, Juan M; Gonzalez, Agustin; Orbe, Josune; Rodriguez, Jose A; Paramo, Jose A","OBJECTIVE: Matrix metalloproteinases (MMPs) and tissue inhibitors of matrix metalloproteinases (TIMPs) play a role in neuroinflammation after brain trauma injury (TBI). Previous studies with small sample size have reported higher circulating MMP-2 and MMP-9 levels in patients with TBI, but no association between those levels and mortality. Thus, the aim of this study was to determine whether serum TIMP-1 and MMP-9 levels are associated with mortality in patients with severe TBI., METHODS: This was a multicenter, observational and prospective study carried out in six Spanish Intensive Care Units. Patients with severe TBI defined as Glasgow Coma Scale (GCS) lower than 9 were included, while those with Injury Severity Score (ISS) in non-cranial aspects higher than 9 were excluded. Serum levels of TIMP-1, MMP-9 and tumor necrosis factor (TNF)-alpha, and plasma levels of tissue factor (TF) and plasminogen activator inhibitor (PAI)-1 plasma were measured in 100 patients with severe TBI at admission. Endpoint was 30-day mortality., RESULTS: Non-surviving TBI patients (n = 27) showed higher serum TIMP-1 levels than survivor ones (n = 73). We did not find differences in MMP-9 serum levels. Logistic regression analysis showed that serum TIMP-1 levels were associated 30-day mortality (OR = 1.01; 95% CI = 1.001-1.013; P = 0.03). Survival analysis showed that patients with serum TIMP-1 higher than 220 ng/mL presented increased 30-day mortality than patients with lower levels (Chi-square = 5.50; P = 0.02). The area under the curve (AUC) for TIMP-1 as predictor of 30-day mortality was 0.73 (95% CI = 0.624-0.844; P<0.001). An association between TIMP-1 levels and APACHE-II score, TNF- alpha and TF was found., CONCLUSIONS: The most relevant and new findings of our study, the largest series reporting data on TIMP-1 and MMP-9 levels in patients with severe TBI, were that serum TIMP-1 levels were associated with TBI mortality and could be used as a prognostic biomarker of mortality in TBI patients.",2014,/,PloS one,9,4,e94370,,https://dx.doi.org/10.1371/journal.pone.0094370,24728097,#7766,Lorente 2014,,yes
Diffusion tensor imaging for outcome prediction in mild traumatic brain injury: a TRACK-TBI study.,"Yuh, Esther L; Cooper, Shelly R; Mukherjee, Pratik; Yue, John K; Lingsma, Hester F; Gordon, Wayne A; Valadka, Alex B; Okonkwo, David O; Schnyer, David M; Vassar, Mary J; Maas, Andrew I R; Manley, Geoffrey T; TRACK-TBI INVESTIGATORS","We evaluated 3T diffusion tensor imaging (DTI) for white matter injury in 76 adult mild traumatic brain injury (mTBI) patients at the semiacute stage (11.2+/-3.3 days), employing both whole-brain voxel-wise and region-of-interest (ROI) approaches. The subgroup of 32 patients with any traumatic intracranial lesion on either day-of-injury computed tomography (CT) or semiacute magnetic resonance imaging (MRI) demonstrated reduced fractional anisotropy (FA) in numerous white matter tracts, compared to 50 control subjects. In contrast, 44 CT/MRI-negative mTBI patients demonstrated no significant difference in any DTI parameter, compared to controls. To determine the clinical relevance of DTI, we evaluated correlations between 3- and 6-month outcome and imaging, demographic/socioeconomic, and clinical predictors. Statistically significant univariable predictors of 3-month Glasgow Outcome Scale-Extended (GOS-E) included MRI evidence for contusion (odds ratio [OR] 4.9 per unit decrease in GOS-E; p=0.01), >=1 ROI with severely reduced FA (OR, 3.9; p=0.005), neuropsychiatric history (OR, 3.3; p=0.02), age (OR, 1.07/year; p=0.002), and years of education (OR, 0.79/year; p=0.01). Significant predictors of 6-month GOS-E included >=1 ROI with severely reduced FA (OR, 2.7; p=0.048), neuropsychiatric history (OR, 3.7; p=0.01), and years of education (OR, 0.82/year; p=0.03). For the subset of 37 patients lacking neuropsychiatric and substance abuse history, MRI surpassed all other predictors for both 3- and 6-month outcome prediction. This is the first study to compare DTI in individual mTBI patients to conventional imaging, clinical, and demographic/socioeconomic characteristics for outcome prediction. DTI demonstrated utility in an inclusive group of patients with heterogeneous backgrounds, as well as in a subset of patients without neuropsychiatric or substance abuse history.",2014,/,Journal of neurotrauma,31,17,1457-77,,https://dx.doi.org/10.1089/neu.2013.3171,24742275,#7759,Yuh 2014,,yes
Relationship of preinjury depressive symptoms to outcomes 3 mos after complicated and uncomplicated mild traumatic brain injury.,"Kumar, Raj G; Bracken, Michael B; Clark, Allison N; Nick, Todd G; Melguizo, Maria S; Sander, Angelle M","OBJECTIVE: This study examines the effect of preinjury depressive symptoms on outcomes 3 mos after complicated and uncomplicated cases of mild traumatic brain injury., DESIGN: Preinjury depressive symptoms, experienced in the 30 days before injury, as measured by retrospective self-report, were assessed within the first 2 wks after injury. The outcome measures assessed at 3 mos after injury included affective/behavioral, cognitive, and physical problems and health-related quality-of-life., RESULTS: There were 177 patients who completed both the baseline and 3-mo follow-up interviews. The sample was categorized by severity of depressive symptoms in the month before injury as normal, mild, or moderate-severe. Compared with those reporting no preinjury depressive symptoms, persons reporting moderate-severe depressive symptoms had significantly worse outcomes on the Affective and Behavioral and the Cognitive subscales of the Head Injury-Family Interview Problem Checklist and on the 36-item Short-Form Health Survey Mental Component Summary score. The group reporting mild preinjury depressive symptoms scored worse on a measure of cognitive symptoms compared with those with no preinjury depressive symptoms. There was no interaction between preinjury depressive symptoms and severity of the mild traumatic brain injury (complicated or uncomplicated) for any of the outcomes., CONCLUSION: Moderate to severe depressive symptoms in the month before injury seems to be a possible risk factor for poor affective/behavioral, cognitive, and mental health-related quality-of-life outcomes at 3 mos after mild traumatic brain injury. Clinicians and researchers should consider the impact of preinjury depression on the recovery process to provide at-risk patients adequate treatment soon after injury.",2014,/,American journal of physical medicine & rehabilitation,93,8,687-702,,https://dx.doi.org/10.1097/PHM.0000000000000077,24743469,#7758,Kumar 2014,,yes
Long-term outcome in elderly patients after operation for traumatic intracranial hemorrhage.,"Cipolle, Mark D; Geffe, Kevin; Getchell, John; Reed, James F 3rd; Fulda, Gerard; Sugarman, Michael; Tinkoff, Glen H","OBJECTIVE: This study examined outcomes in elderly TBI patients who underwent a cranial operation., METHODS: We identified TBI patients > or = 65 who underwent a cranial operation from January 1, 2004 to December 31, 2008. Data collected included: age, admission GCS, mechanism of injury, ISS, Head AIS, type of operation, hemorrhage acuity, time to operation, pre-hospital warfarin or clopidogrel, and in-hospital death. Survivors were contacted by phone to determine an Extended Glasgow Outcome Score (GOSE). A favorable outcome was defined as having a GOSE of > or = 5 at follow-up, an unfavorable outcome was defined as: in-hospital death, death within one year of injury, and a GOSE < 5 at follow-up. Chi-square and student's t-test were used., RESULTS: One hundred sixty-four elderly TBI patients underwent cranial surgery. Mean age was 79.2 +/- 7.6 years. Most patients: had a ground level fall (86.0%), suffered a subdural hematoma (95.1%), and underwent craniotomy (89.0%). Twenty-eight percent died in the hospital and another 20.1% died within one year. Fifty-six patients were eligible for a GOSE interview of these: 17 were lost to follow-up, seven refused the GOSE interview, 22 had a GOSE > or = 5, and ten had a GOSE < 5. Mean follow-up was 42.6 +/- 14.9 months. Of all the factors analyzed, only older age was associated with an unfavorable outcome., CONCLUSIONS: While age was associated with outcome, we were unable to demonstrate any other early factors that were associated with long-term functional outcome in elderly patients that underwent a cranial operation for TBI.",2014,/,Delaware medical journal,86,8,237-44,,,25252435,#7577,Cipolle 2014,,yes
A systematic review of age and gender factors in prolonged post-concussion symptoms after mild head injury.,"King, Nigel S","BACKGROUND: Older age and female gender are known factors in the development of persisting post-concussion symptoms (PCS) after mild head injury (MHI), i.e. at 3+ months. Very few studies have examined longer-term symptoms. A recent review, however, established the importance of these variables in permanent PCS (18+ months). The current study repeats the review for prolonged symptoms (12-18 months)., METHODS: Systematic electronic database searches were conducted to identify all studies with data on (i) correlations between age/gender and prolonged outcome and (ii) mean ages/gender mixes of (a) prolonged samples selected for poor symptomatic outcome, (b) prolonged samples not selected for poor outcome and (c) epidemiological studies of MHI patients presenting to hospital., RESULTS: Correlation studies showed poorer outcome to be associated with both older age (2/5 studies) and female gender (5/6 studies). Those with poor prolonged outcome had a significantly higher mean age (35.9) than MHI patients in general (29.9). The proportion of men in these samples (48.6%) was significantly lower than MHI patients in general (66.7%)., CONCLUSIONS: Older age and female gender are vulnerability factors in the development of prolonged PCS. The main clinical implications are for how early intervention and reassurance are best provided.",2014,/,Brain injury,28,13-14,1639-45,,https://dx.doi.org/10.3109/02699052.2014.954271,25265040,#7572,King 2014,,yes
Trends and outcome predictors after traumatic brain injury surgery: a nationwide population-based study in Taiwan.,"Shi, Hon-Yi; Hwang, Shiuh-Lin; Lee, I-Chen; Chen, I-Te; Lee, King-Teh; Lin, Chih-Lung","OBJECT: The authors sought to analyze trends in hospital resource utilization and mortality rates in a population of patients who had received traumatic brain injury (TBI) surgery., METHODS: This nationwide population-based cohort study retrospectively analyzed 18,286 patients who had received surgical treatment for TBI between 1998 and 2010. The multiple linear regression model and Cox proportional hazards model were used for multivariate assessment of outcome predictors., RESULTS: The prevalence rate of surgical treatment for patients with TBI gradually but significantly (p < 0.001) increased by 47.6% from 5.0 per 100,000 persons in 1998 to 7.4 per 100,000 persons in 2010. Age, sex, Deyo-Charlson comorbidity index score, hospital volume, and surgeon volume were significantly associated with TBI surgery outcomes (p < 0.05). Over the 12-year period analyzed, the estimated mean hospital treatment cost increased 19.06%, whereas the in-hospital mortality rate decreased 10.9%. The estimated mean time of overall survival after TBI surgery (+/- SD) was 83.0 +/- 4.2 months, and the overall in-hospital and 1-, 3-, and 5-year survival rates were 74.5%, 67.3%, 61.1%, and 57.8%, respectively., CONCLUSIONS: These data reveal an increased prevalence of TBI, especially in older patients, and an increased hospital treatment cost but a decreased in-hospital mortality rate. Health care providers and patients should recognize that attributes of the patient and of the hospital may affect hospital resource utilization and the mortality rate. These results are relevant not only to other countries with similar population sizes but also to countries with larger populations.",2014,/,Journal of neurosurgery,121,6,1323-30,,https://dx.doi.org/10.3171/2014.8.JNS131526,25280095,#7563,Shi 2014,,yes
Effect of demographic and injury etiologic factors on intensive care unit mortality after severe head injury in a low middle income country.,"Jaja, Blessing N R; Eghwrudjakpor, Patrick O","BACKGROUND: Low- and middle-income countries bear the mortality burden of head injury compared with high-income countries. Not much has been studied about predictors of poor outcome after head injury in these countries. This study describes and quantifies the effect of demographics and injury causative factors on mortality in a cohort managed in a Nigerian tertiary hospital intensive care., MATERIALS AND METHODS: A retrospective study was undertaken of all patients admitted into intensive care with severe head injury at the University of Port Harcourt Teaching Hospital, Nigeria between 1 st January, 1997 and 31 st December, 2006. Logistic regression analysis was performed to examine the effect of age, gender and injury etiology on risk of intensive care unit (ICU) mortality., RESULTS: The number of ICU admission for severe head injury was 231 patients with a male to female ratio of 2.8:1. Patients' mean age and standard deviation was 31.2 +/- 15.5 years. The mortality rate was 52.8%. Road traffic injury was the most common etiologic factor (84%). Logistic regression analysis indicated a 56% increase in the risk of ICU mortality between the ages of 21 and 40 years. The effect of age was found to be nonlinear (likelihood ratio P = 0.033). On multivariable analysis, patient's gender (odds ratio 1.07; 95% confidence interval: 0.56-1.97) and etiology of injury were not significantly associated with risk of mortality. Gender was not a modifier of the effect of age (P = 0.218)., CONCLUSION: The study indicated a strong prognostic effect of age. Gender and etiology of injury had no effect on ICU mortality among study cohort.",2014,/,Annals of African medicine,13,4,204-9,,https://dx.doi.org/10.4103/1596-3519.142292,25287035,#7561,Jaja 2014,,yes
CSF and plasma amyloid-beta temporal profiles and relationships with neurological status and mortality after severe traumatic brain injury.,"Mondello, Stefania; Buki, Andras; Barzo, Pal; Randall, Jeff; Provuncher, Gail; Hanlon, David; Wilson, David; Kobeissy, Firas; Jeromin, Andreas","The role of amyloid-beta (Abeta) neuropathology and its significant changes in biofluids after traumatic brain injury (TBI) is still debated. We used ultrasensitive digital ELISA approach to assess amyloid-beta1-42 (Abeta42) concentrations and time-course in cerebrospinal fluid (CSF) and in plasma of patients with severe TBI and investigated their relationship to injury characteristics, neurological status and clinical outcome. We found decreased CSF Abeta42 levels in TBI patients acutely after injury with lower levels in patients who died 6 months post-injury than in survivors. Conversely, plasma Abeta42 levels were significantly increased in TBI with lower levels in patients who survived. A trend analysis showed that both CSF and plasma Abeta42 levels strongly correlated with mortality. A positive correlation between changes in CSF Abeta42 concentrations and neurological status as assessed by Glasgow Coma Scale (GCS) was identified. Our results suggest that determination of Abeta42 may be valuable to obtain prognostic information in patients with severe TBI as well as in monitoring the response of the brain to injury.",2014,/,Scientific reports,4,101563288,6446,,https://dx.doi.org/10.1038/srep06446,25300247,#7557,Mondello 2014,,yes
Diagnostic and prognostic significance of suPAR in traumatic brain injury.,"Yu, Li; Wu, Xiaoling; Wang, Hui; Long, Ding; Yang, Junhui; Zhang, Yuanchao","BACKGROUND: Soluble urokinase plasminogen activator receptor (suPAR) is a highly sensitive marker that reflects increased inflammation and is positively correlated with pro-inflammatory biomarkers. The aim of this prospective observational study was to explore the relationship between the plasma concentration of suPAR and traumatic brain injury (TBI)., MATERIALS AND METHODS: In all 112 patients with TBI were included. Patients coming within 12 h whose highest abbreviated injury score (AIS) was 3 or less (other than head injury) were considered to be isolated TBI. Blood samples were obtained on admission. In all ninety healthy volunteers were enrolled as control group. Levels of plasma suPAR were determined using an enzyme-linked immunosorbent assay (ELISA) kit according to the manufacturer's instructions. Plasma D-dimer was measured and Glasgow Coma Scale (GCS) score was assessed at the same time., RESULTS: Plasma suPAR values were statistically significantly higher in TBI patients than in controls (patients; 14.89 +/- 6.94, controls; 2.79 +/- 0.69, P < 0.01). The suPAR levels were strongly associated with the severity of TBI patients. The suPAR levels increased in association with the severity of brain injury, significance being found among all three groups: severe, moderate and mild TBI. The suPAR levels in non-survivals were significantly increased compared to the survivals (P < 0.05). Plasma levels of suPAR were strongly correlated to the GCS score (r = -0.854) and the levels of D-dimer (r = 0.753, both P < 0.01). Receiver operating characteristic curve (ROC) analysis of suPAR levels indicated that suPAR values had a high diagnostic specificity and sensitivity to differentiate survivals from non-survivals, the area underneath the ROC curve (AUROC) was 0.801 (95% CI: 0.698-0.903). The optimal suPAR cut-off value in predicting mortality was 15.70 ng/ml (sensitivity: 70.4%; specificity: 65.9%)., CONCLUSIONS: Plasma levels of suPAR are elevated in TBI patients. Prognosis was worse in the patient group with elevated suPAR. High suPAR levels indicate a poorer prognosis in TBI patients.",2014,/,Neurology India,62,5,498-502,,https://dx.doi.org/10.4103/0028-3886.144439,25387618,#7537,Yu 2014,,yes
"Performance of IMPACT, CRASH and Nijmegen models in predicting six month outcome of patients with severe or moderate TBI: an external validation study.","Majdan, Marek; Lingsma, Hester F; Nieboer, Daan; Mauritz, Walter; Rusnak, Martin; Steyerberg, Ewout W","BACKGROUND: External validation on different TBI populations is important in order to assess the generalizability of prognostic models to different settings. We aimed to externally validate recently developed models for prediction of six month unfavourable outcome and six month mortality., METHODS: The International Neurotrauma Research Organization - Prehospital dataset (INRO-PH) was collected within an observational study between 2009-2012 in Austria and includes 778 patients with TBI of GCS < = 12. Three sets of prognostic models were externally validated: the IMPACT core and extended models, CRASH basic models and the Nijmegen models developed by Jacobs et al - all for prediction of six month unfavourable outcome and six month mortality. The external validity of the models was assessed by discrimination (Area Under the receiver operating characteristic Curve, AUC) and calibration (calibration statistics and plots)., RESULTS: Median age in the validation cohort was 50 years and 44% had an admission GSC motor score of 1-3. Six-month mortality was 27%. Mortality could better be predicted (AUCs around 0.85) than unfavourable outcome (AUCs around 0.80). Calibration plots showed that the observed outcomes were systematically better than was predicted for all models considered. The best performance was noted for the original Nijmegen model, but refitting led to similar performance for the IMPACT Extended, CRASH Basic, and Nijmegen models., CONCLUSIONS: In conclusion, all the prognostic models we validated in this study possess good discriminative ability for prediction of six month outcome in patients with moderate or severe TBI but outcomes were systemically better than predicted. After adjustment for this under prediction in locally adapted models, these may well be used for recent TBI patients.",2014,/,"Scandinavian journal of trauma, resuscitation and emergency medicine",22,101477511,68,,https://dx.doi.org/10.1186/s13049-014-0068-9,25406964,#7533,Majdan 2014,,yes
Predictors of deterioration indicating a requirement for surgery in mild to moderate traumatic brain injury.,"Suehiro, Eiichi; Koizumi, Hiroyasu; Fujiyama, Yuichi; Yoneda, Hiroshi; Suzuki, Michiyasu","OBJECTIVES: Careful course observation is necessary for cases of mild to moderate traumatic brain injury even when disturbed consciousness is mild on admission. This is because delayed enlargement of hematoma and progression of cerebral swelling may occur and result in an emergency craniotomy. Here, we investigated coagulopathy and abnormal fibrinolysis as a predictive factor of ""deterioration requiring surgery"" in mild to moderate traumatic brain injury., PATIENTS AND METHODS: Sixty-one patients with mild to moderate (Glasgow Coma Scale (GCS) score 9-15) traumatic brain injury were admitted between June 2009 and October 2010. There were 54 subjects in the study, excluding those treated with oral antiplatelet agents and anticoagulants. Patients were classified into those with deterioration requiring surgery [op(+)] or those without deterioration requiring surgery [op(-)]. This was based on whether surgical treatment was performed for hematoma expansion, and exacerbated consciousness level within 3 days after admission. Age, GCS score on admission and blood test findings (platelet count, PT-INR, APTT, fibrinogen, FDP, and d-dimer) on admission were compared., RESULTS: The op(+) and op(-) groups comprised 7 (13.0%) and 47 patients (87.0%), respectively. Platelet counts (24.8 vs 18.5 x 10(4)/mul) were decreased, and PT-INR (1.0 vs 1.2) was higher in the op(+) group. Specially, APTT (28.6 vs 39.1s), FDP (28.9 vs 112.9 mug/ml), and D-dimer (17.3 vs 69.6 mug/ml) values were significantly higher in the op(+) group., CONCLUSIONS: Coagulopathy and abnormal fibrinolysis, which are measurable in routine medical practice, is associated with deterioration requiring surgery in mild to moderate traumatic brain injury, indicating that careful course observation is necessary. Copyright © 2014 Elsevier B.V. All rights reserved.",2014,/,Clinical neurology and neurosurgery,127,"df4, 7502039",97-100,,https://dx.doi.org/10.1016/j.clineuro.2014.10.007,25459251,#7522,Suehiro 2014,,yes
Long-term outcome prediction after a traumatic brain injury using early somatosensory and acoustic evoked potentials: analysis of the predictive value of the different single components of the potentials.,"Morgalla, M H; Tatagiba, M","PURPOSE: The prediction of the long-term outcome of comatose patients after severe traumatic brain injury (TBI) using early somatosensory and acoustic evoked potentials is controversial. It was our aim to examine the different single components of the evoked potentials regarding their predictive capacity in comatose patients., METHODS: We examined the amplitude and latency of the wave N20, the amplitude differences between right and left hemisphere, the central conduction time (CCT), the amplitude ratio N20 left/N20 right, the amplitude and latency of peak V, the inter-peak latency I-V and the amplitude ratio V/I. The long-term clinical outcome of the patients was re-evaluated 3 years after their discharge and correlated with the different components., RESULTS: Only the central conduction time (CCT) and the latency of the wave N20 indicated a statistical correlation with the later outcome (p = 0.0366). The amplitude ratio of wave V/I of the EAEP did not reveal a significant statistical difference between the various outcome groups., CONCLUSIONS: In this study, the use of single components of the SSEP and EAEP per se could not predict the long-term clinical outcome after TBI. Combined systems such as the Riffel Score are necessary in order to achieve this goal.",2014,/,The Neurodiagnostic journal,54,4,338-52,,,25675704,#7508,Morgalla 2014,,yes
The association between admission systolic blood pressure and mortality in significant traumatic brain injury: a multi-centre cohort study.,"Fuller, Gordon; Hasler, Rebecca M; Mealing, Nicole; Lawrence, Thomas; Woodford, Maralyn; Juni, Peter; Lecky, Fiona","INTRODUCTION: Low systolic blood pressure (SBP) is an important secondary insult following traumatic brain injury (TBI), but its exact relationship with outcome is not well characterised. Although a SBP of <90 mmHg represents the threshold for hypotension in consensus TBI treatment guidelines, recent studies suggest redefining hypotension at higher levels. This study therefore aimed to fully characterise the association between admission SBP and mortality to further inform resuscitation endpoints., METHODS: We conducted a multicentre cohort study using data from the largest European trauma registry. Consecutive adult patients with AIS head scores >2 admitted directly to specialist neuroscience centres between 2005 and July 2012 were studied. Multilevel logistic regression models were developed to examine the association between admission SBP and 30 day inpatient mortality. Models were adjusted for confounders including age, severity of injury, and to account for differential quality of hospital care., RESULTS: 5057 patients were included in complete case analyses. Admission SBP demonstrated a smooth u-shaped association with outcome in a bivariate analysis, with increasing mortality at both lower and higher values, and no evidence of any threshold effect. Adjusting for confounding slightly attenuated the association between mortality and SBP at levels <120 mmHg, and abolished the relationship for higher SBP values. Case-mix adjusted odds of death were 1.5 times greater at <120 mmHg, doubled at <100 mmHg, tripled at <90 mmHg, and six times greater at SBP<70 mmHg, p<0.01., CONCLUSIONS: These findings indicate that TBI studies should model SBP as a continuous variable and may suggest that current TBI treatment guidelines, using a cut-off for hypotension at SBP<90 mmHg, should be reconsidered. Copyright © 2013 Elsevier Ltd. All rights reserved.",2014,/,Injury,45,3,612-7,,https://dx.doi.org/10.1016/j.injury.2013.09.008,24206920,#7500,Fuller 2014,,yes
Patient-specific thresholds of intracranial pressure in severe traumatic brain injury.,"Lazaridis, Christos; DeSantis, Stacia M; Smielewski, Peter; Menon, David K; Hutchinson, Peter; Pickard, John D; Czosnyka, Marek","OBJECT: Based on continuous monitoring of the pressure reactivity index (PRx), the authors defined individualized intracranial pressure (ICP) thresholds by graphing the relationship between ICP and PRx. These investigators hypothesized that an ""ICP dose"" based on individually assessed ICP thresholds would correlate more closely with the 6-month outcome when compared with ICP doses derived by the recommended universal thresholds of 20 and 25 mm Hg., METHODS: This study was a retrospective analysis of prospectively collected data from 327 patients with severe traumatic brain injury., RESULTS: Individualized thresholds were visually identified from graphs of PRx versus ICP; PRx > 0.2 was the cutoff. Intracranial pressure doses were then computed as the cumulative area under the curve above the defined thresholds in graphing ICP versus time. The term ""Dose 20"" (D20) was used to refer to an ICP threshold of 20 mm Hg; the markers D25 and DPRx were calculated similarly. Separate logistic regression models were fit with death as the outcome and each dose as the predictor, both alone and adjusted for covariates. The discriminative ability of each dose for mortality was assessed by receiver operating characteristic AUC analysis in which 5-fold cross-validation was used. A clearly identifiable PRx-based threshold was possible in 224 patients (68%). The DPRx (AUC 0.81, 95% CI 0.74-0.87) was found to have the highest area under the curve (AUC) over both D20 (0.75, 95% CI 0.68-0.81) and D25 (0.77, 95% CI 0.70-0.83); in the cross-validation model, DPRx remained the best discriminator of mortality (DPRx: AUC 0.77 [95% CI 0.68-0.89]; D20: 0.72 [95% CI 0.66-0.81]; and D25: 0.65 [95% CI 0.56-0.73])., CONCLUSIONS: The authors explored the importance of different ICP thresholds for outcome by calculating patient-specific ICP doses based on the continuous monitoring of cerebrovascular pressure reactivity. They found that these individualized doses of intracranial hypertension were stronger predictors of death than doses derived from the universal thresholds of 20 and 25 mm Hg. The PRx could offer a method that can be directed toward individualizing the ICP threshold.",2014,/,Journal of neurosurgery,120,4,893-900,,https://dx.doi.org/10.3171/2014.1.JNS131292,24506248,#7497,Lazaridis 2014,,yes
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
